ds,,count,hate_speech,"offensive_language,",neither,class,tweet,,
w,5.72340788891238E+017,0,0,0,,1,"RT @stweet_heart: Did she really just tell them that in order to walk you just 'put one foot in front of the other'?

#mkr http://t.co/x84K…",,
w,5.72340437802861E+017,0,0,0,,1,RT @fee_bee_63: Who was responsible for convincing these girls they were so pretty? #MKR,,
w,5.72340260941664E+017,0,0,0,,1,RT @Jdubzlad: @mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR,,
w,5.7233605190726E+017,0,0,0,,1,"Those bitchin, big-noting #MKR babes need to fall into an oven, cook better or shut the fuck up.",,
w,5.72336040091906E+017,0,0,0,,1,@Weeezza Gosh I dislike those two girls. They just aren't hot either. #MKR,,
w,5.72335805051613E+017,0,0,0,,1,Katie's a fatty!! Model!!!! Hahahaha #MKR #killerblondes,,
w,5.72335442869133E+017,0,0,0,,1,"Out of the two blondes, which one is Beavis and which is Butthead #MKR",,
w,5.72335274866295E+017,0,0,0,,1,I've kind of missed Annie's batshit crazy weirdness #mkr,,
w,5.7233522862406E+017,0,0,0,,1,Y'all made one point more... Calm your tits #MKR,,
w,5.72335222194229E+017,0,0,0,,1,"I don't think I can sit through any more of those blonde slags. This might be me, breaking up with you, #mkr.",,
w,5.72335112303473E+017,0,0,0,,1,#MKR The blonde in red has breeders hips in that dress. Model my arse!,,
w,5.72334967256031E+017,0,0,0,,1,These girls are acting like they put up three good dishes! Reality check use didn't! Get off that high horse!! #mkr,,
w,5.7233483455665E+017,0,0,0,,1,I want to see the butchered girls go up against the Texan (who has male sass) and his daughter (who is actually good looking) #MKR,,
w,5.72334824226099E+017,0,0,0,,1,"this is total  BS - I don't know if  I can stand anymore of the Butchers of Bimbo.
weaning off #MKR",,
w,5.72334813102903E+017,0,0,0,,1,Katie and Nikki may not be going home but 57/100 still isn't that impressive. I wouldn't be happy about that score you smart ass bitch. #mkr,,
w,5.72334657972277E+017,0,0,0,,1,He saved them cause he wants to bang them #mkr,,
w,5.72334551009129E+017,0,0,0,,1,#MKR never met a promo girl that we wars a full length dress.,,
w,5.72334549184602E+017,0,0,0,,1,It's obvious the blonde bimbos make better TV according to Channel 7. Shit cooks #mkr,,
w,5.72334498064433E+017,0,0,0,,1,They're staying...just so that the producers can have a showdown between them and the posh bitches #mkr #bringit,,
w,5.72334487884866E+017,0,0,0,,1,"#MKR do the blondes keep pronouncing ""porno models"" incorrectly ? Actually that's harsh, sorry to all the ladies in the porn biz !",,
w,5.72334362538066E+017,0,0,0,,1,"""Seeing as you two think this is a modelling competition and not a cooking competition, I give you two a score of -10 for your looks."" #MKR",,
w,5.72334297555722E+017,0,0,0,,1,"Do you get it, you Blondes ........... #MKR",,
w,5.7233428984241E+017,0,0,0,,1,"""Your sausage was a little bit short"" bet Colin's been told that before #MKR",,
w,5.72334123861201E+017,0,0,0,,1,These girls should know skinny sausages are no fun at all. #mkr,,
w,5.72334038163186E+017,0,0,0,,1,well ya standards are pretty low bitch #MKR,,
w,5.72334019557237E+017,0,0,0,,1,"#MKR Stop rolling the sausages like that.... giving me a ""soft-on""!",,
w,5.72333942440767E+017,0,0,0,,1,"Colin will save them. They're pretty blondes, as they keep telling us. #mkr",,
w,5.72333926393389E+017,0,0,0,,1,Unfortunately your sausage was a little bit short... #mkr,,
w,5.72333912623481E+017,0,0,0,,1,#MKR is that girl in the pink seriously a model with those armpits yikes what does she model ??,,
w,5.72333734348792E+017,0,0,0,,1,"RT @fleurybanery: @amsatweet I'm evil lol they are not models, they hand out free crap in. Night clubs lol #MKR #slaggyNOTsassy",,
w,5.72333585698566E+017,0,0,0,,1,#Mkr I'd score the bimbos a 2 for their instant restaurant just because their personalities suck,,
w,5.72333585471947E+017,0,0,0,,1,Sassy? Gurls you ain't sassy. More like bitchy. #MKR,,
w,5.72333578056421E+017,0,0,0,,1,The models that Supre rejected #mkr,,
w,5.72333571702043E+017,0,0,0,,1,My kitchen rules or my vagina rules? #MKR http://t.co/CXXgcf1MHl,,
w,5.72333550906708E+017,0,0,0,,1,"Katie and Nikki, nice from afar but far from nice #MKR",,
w,5.72333542933307E+017,0,0,0,,1,There's no real technique to the dishes being served up by these blonde bimbos on #MKR. Chuck together + hope for the best.,,
w,5.72333542077698E+017,0,0,0,,1,"RT @Former_legend: That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.

#MKR",,
w,5.72333537120137E+017,0,0,0,,1,I've finally figured out what she models.  camel toes. #MKR http://t.co/zY9bC5KjDZ,,
w,5.72333397579715E+017,0,0,0,,1,"@amsatweet I'm evil lol they are not models, they hand out free crap in. Night clubs lol #MKR #slaggyNOTsassy",,
w,5.72333349378736E+017,0,0,0,,1,"RT @furrybugga: #MKR ah girls, you are dumb if you really believe you have pretty faces.",,
w,5.72332902421164E+017,0,0,0,,1,"Promo ""models"" are the dangle berry of the modeling world. Shit. #MKR",,
w,5.72332789716148E+017,0,0,0,,1,"""We proved that we're not just pretty faces"". Oh Nikki you proved that when you first appeared on TV. #mkr",,
w,5.72332660497859E+017,0,0,0,,1,correction #MKR katie and nikki are really the dumb blonde ones,,
w,5.72332535985775E+017,0,0,0,,1,"""We're not just the dumb blondes with the pretty faces"" you're certainly not the second part anyway #mkr",,
w,5.72332487608676E+017,0,0,0,,1,"""We've proven we're not just dumb blondes and pretty faces."" True, not ""just""... #MKR",,
w,5.72332350291329E+017,0,0,0,,1,#mkr Dumb blondes with pretty faces ? Well you got that half right girls :),,
w,5.72332267328049E+017,0,0,0,,1,Question is.... are they pretty?  #mkr,,
w,5.72332235619086E+017,0,0,0,,1,You've just proved that you are two blondes with fucked up faces!! #MKR,,
w,5.72332221006135E+017,0,0,0,,1,Dumb blondes with pretty faces..? #MKR,,
w,5.72332172947804E+017,0,0,0,,1,#killerblondes more like #dumblondes #MKR,,
w,5.72332024930832E+017,0,0,0,,1,"Love a subtle menu. Sausage, spatchCOCK, tart. Perfect. #MKR #whereisyourdignity",,
w,5.72332015267131E+017,0,0,0,,1,RT @_little_old_me: Who are the pretty girls these 2 blonde scrubbers keep talking about? #MKR,,
w,5.72331922874974E+017,0,0,0,,1,If it's rigged like every other year the Nasty girls will get through for ratings #MKR,,
w,5.72331917959275E+017,0,0,0,,1,#MKR #killerblondes the only way these girls are staying is if they blow every bloke in the room. So they're still in with a shot.,,
w,5.72331886988538E+017,0,0,0,,1,"I was so hoping the girls were going to pull something out. And they did, a breast. Slightly unexpected. #MKR",,
w,5.72331778309956E+017,0,0,0,,1,#mkr nikki has hot teeth,,
w,5.72331744365445E+017,0,0,0,,1,RT @vivaashleighxo: #killerblondes as the tag for #mkr?? Seriously. #killertwats you mean,,
w,5.72331693685654E+017,0,0,0,,1,Are you kidding me? These girls on #MKR didn't cook their own tomatoes or peppers?!?,,
w,5.72331667806818E+017,0,0,0,,1,Just want to slap the stupid out of these bimbos!!! #mkr,,
w,5.7233158903792E+017,0,0,0,,1,7% of all hearing loss is a result of sitting in a restaurant next to a table full of women who just received dessert. #KillerBlondes #MKR,,
w,5.72331576161251E+017,0,0,0,,1,Colin was pretty nice to the girls. Do you think he's giving them the dick? #MKR,,
w,5.72331566107509E+017,0,0,0,,1,"RT @lukeyook: If they think that dessert is refined and beautiful, now wonder they think they are pretty. #MKR",,
w,5.72331551419052E+017,0,0,0,,1,FFS a can opener is too technical for the skanky hoes #mkr,,
w,5.72331496209449E+017,0,0,0,,1,These girls are fucktards!! #MKR,,
w,5.72331454992003E+017,0,0,0,,1,"RT @finicalgal: Nicki explains the complexities of catwalk modelling: ""You have to place one foot in front of the other"".
#MKR",,
w,5.72331397420958E+017,0,0,0,,1,"RT @trinnybopper: ""We want to stay in this competition because we haven't finished telling everyone how pretty we are"" #mkr",,
w,5.72331393264456E+017,0,0,0,,1,#killerblondes ?? Have the producers lost the plot or have my eyes failed? In what universe are they even remotely hot in?? #MKR,,
w,5.72331389611164E+017,0,0,0,,1,"#mkr #KillerBlondes @mykitchenrules I don't know what's bigger, her forehead or her ass..?",,
w,5.72331377405768E+017,0,0,0,,1,I apologise on behalf of my generation for Nikki and Katie. We aren't all so vapid. #MKR #NikkiandKatie,,
w,5.72331361589043E+017,0,0,0,,1,"When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there. #MKR",,
w,5.72331178683867E+017,0,0,0,,1,"Katie and Nikki go down. Maybe not well. But down none the less.
#mkr",,
w,5.7233117771495E+017,0,0,0,,1,"""It's a deconstructed tart like us."" #MKR",,
w,5.72331072840606E+017,0,0,0,,1,Tarts for tarts ,) #mkr #mykitchenrules,
w,5.7233105954041E+017,0,0,0,,1,#mkr The only thing these promo girls are going be able to sell after this episode will be black hair dye #painfulmorons not #killerblondes,,
w,5.7233094043476E+017,0,0,0,,1,I don't think any of those 3 dishes had sas they were ugly !! Just like the girls !!!  #MKR,,
w,5.72330938639655E+017,0,0,0,,1,So I take it Katie is a plus size model right? #MKR,,
w,5.72330895077716E+017,0,0,0,,1,RT @myallsw: Nice arm pit vagina #MKR http://t.co/VkBHQCwlJW,,
w,5.72330735387865E+017,0,0,0,,1,"RT @JakeChatty: The definitions of ""models"" and ""butchers"" are really loose nowadays #MKR",,
w,5.72330670963347E+017,0,0,0,,1,These chicks promo in porn. 'Fat girls need fucking too'. #MKR,,
w,5.72330641238311E+017,0,0,0,,1,RT @missgypsyck: Sassy.. More like trashy #MKR2015 #MKR,,
w,5.72330630282781E+017,0,0,0,,1,"I almost hope someone at the table mocks the #KillerBlondes because their deconstructed lemon tart looks like crap ""just like us"" #MKR",,
w,5.7233057547581E+017,0,0,0,,1,@breeannamclovin cock for main and extra tart for pudding... Think they're trying subliminal messaging? #mkr #subtleasasledgehammer,,
w,5.72330550335181E+017,0,0,0,,1,These bitches couldn't even model socks in the Best &amp, Less catalogue #mkr,
w,5.72330546602242E+017,0,0,0,,1,#mkr Perhaps if the girls had spent less time looking in &amp, kissing mirrors and more time in preparation &amp, cooking they'd be better off.
w,5.72330444017943E+017,0,0,0,,1,Why does it look like her pants are falling down or are they tights as pants? #mkr,,
w,5.7233012173183E+017,0,0,0,,1,#MKR2015 #MKR I don't think these girls can cook. Also pls stop the duck face,,
w,5.72330046297264E+017,0,0,0,,1,Sassy.. More like trashy #MKR2015 #MKR,,
w,5.72329874351759E+017,0,0,0,,1,Promo girls?! What do they promo??? Gloves and gumboots? #3outof10 #MKR #MKR2015,,
w,5.72329859713671E+017,0,0,0,,1,Refined &amp, pretty? Looks like something a blind kindergarten student chucked on a plate. #MKR,
w,5.72329790331494E+017,0,0,0,,1,Hate these blonde bitches already #MKR,,
w,5.7232970073695E+017,0,0,0,,1,Deconstructed tart by lazy tarts  #MKR,,
w,5.72329652372431E+017,0,0,0,,1,"This desert is a hot mess...like its makers, minus the hot #mkr",,
w,5.72329575486603E+017,0,0,0,,1,"since when does the hill at the footy count as a catwalk? isnt that what a promo girl is, pimping out jim beam at the footy? #mkr",,
w,5.7232957297007E+017,0,0,0,,1,#MKR how much can this blonde airhead twirl her hair? #idiots #shutup,,
w,5.72329566888325E+017,0,0,0,,1,"These girls say they're butchers, I once worked at a boat hire shop so I must be a ship captain #MKR",,
w,5.72329430023975E+017,0,0,0,,1,@Shaunnagh just saw your tweet on #mkr!! These bimbos should go!,,
w,5.72329345588412E+017,0,0,0,,1,Hope the blonde cows don't make it through! #MKR,,
w,5.72329344577642E+017,0,0,0,,1,Yeah I can't see her sporting Victoria's Secret wings anytime soon.    #mkr,,
w,5.7232927677671E+017,0,0,0,,1,These two blondes are not skinny enough to be models.  #MKR,,
w,5.72329260918047E+017,0,0,0,,1,Lol bitch please... #mkr,,
w,5.72329171134779E+017,0,0,0,,1,And now for the dish that best represents the girls...... A big deconstructed TART  #MKR,,
w,5.72329124523479E+017,0,0,0,,1,I didn't know they were models #MKR,,
w,5.72329123604898E+017,0,0,0,,1,Its not the only thing she's done a lot of I'm guessing  #mkr,,
w,5.72329120689865E+017,0,0,0,,1,"RT @exposerealitytv: The ""promo girls"" should be on cigarette packets smiling then everyone would quit #mkr",,
w,5.72329028129968E+017,0,0,0,,1,#mkr pretty sure that's how all the chicks walk at Mt Druitt Westpoint,,
w,5.72328982256857E+017,0,0,0,,1,Really bitch really? Get on the runway and back in the kitchen #MKR2015 #MKR,,
w,5.72328882012963E+017,0,0,0,,1,How did these girls on #MKR even pass the test to cook on this contest? #getitright,,
w,5.72328751775683E+017,0,0,0,,1,Zebra undies #MKR chic in pink dress,,
w,5.72328684243186E+017,0,0,0,,1,"RT @HajiIshak1: RT @deaannnaa_:Katie and Nikki are frkn annoying stfu #MKR you're not even hot lol stop
 RT:@.vid.http://t.co/cRzO2P219y",,
w,5.72328670657835E+017,0,0,0,,1,Oh my lord... #blondemomentforthe #KillerBlondes @mykitchenrules #MKR,,
w,5.72328669428892E+017,0,0,0,,1,"When her hands get sore, she finds another way to get the job done... #MKR",,
w,5.72328640416911E+017,0,0,0,,1,RT @Mr_Fanta_Pants: At least we know they're natural blondes #mkr,,
w,5.72328580455133E+017,0,0,0,,1,these two take dumb blonde to a a new level #MKR #MKR2015,,
w,5.72328574323053E+017,0,0,0,,1,RT @PatriceChienne: Everything is deconstructed. They're no good at erections then? #MKR,,
w,5.72328553389244E+017,0,0,0,,1,They are really proving they are dumb blondes #MKR,,
w,5.72328540890247E+017,0,0,0,,1,"Yes, you put in the wrong way. Cue dumb blonde jokes. #MKR",,
w,5.72328492865487E+017,0,0,0,,1,OMG I just knew they were dumb!!! No common sense or brains #MKR,,
w,5.72328454227685E+017,0,0,0,,1,Will this tart be the deconstructing of the #sassy girls? @MKR_Official #MKR @TVWEEKmag,,
w,5.72328445947982E+017,0,0,0,,1,Hahahahaha blonde moment! #mkr,,
w,5.72334827422106E+017,0,0,0,,2,Did they drug Colin's serving or...? #mkr,,
w,5.7233482434773E+017,0,0,0,,2,Seriously stoked the girls got through they are pretty and can cook....they are promo models and sassy  #MKR,,
w,5.72334815162204E+017,0,0,0,,2,Good thing deconstructed only happens in food.  Imagine getting a deconstructed house #mkr,,
w,5.72334814793081E+017,0,0,0,,2,See you later Lynne and Tony- sending you our love! Good luck in the future #MKR,,
w,5.72334813916492E+017,0,0,0,,2,I kind of want to put a sock in Draskos mouth so he will stop talking #mkr,,
w,5.72334771247944E+017,0,0,0,,2,Go on.  explode.  It will be the best thing  on MKR tonight. #MKR,,
w,5.7233476201617E+017,0,0,0,,2,Not happy Jan! #mkr http://t.co/DAwPZvyLAp,,
w,5.72334749840101E+017,0,0,0,,2,RT @TheAngelaOfOz: That's bullshit Colin and you know it. #mkr,,
w,5.72334746660823E+017,0,0,0,,2,You did NOT come out with the sass. let's just make that clear #MKR,,
w,5.72334735315231E+017,0,0,0,,2,How the fuck did they manage that #MKR,,
w,5.72334716218548E+017,0,0,0,,2,RT @fee_bee_63: A 7? This bloke is utterly demented. #MKR,,
w,5.72334711697109E+017,0,0,0,,2,Still doesn't change the fact that you are a pair of airheads #MKR,,
w,5.72334711298634E+017,0,0,0,,2,The show is rigged as a MF #mkr the Afrikins ain't as good viewing.,,
w,5.72334706462622E+017,0,0,0,,2,That's crap Lynn and Tony should have stayed #MKR,,
w,5.72334667078107E+017,0,0,0,,2,Damn this means j have to see more of their faces #MKR #MKR2015,,
w,5.72334657691238E+017,0,0,0,,2,Colin is fucking high #horseshit #mkr,,
w,5.72334654021222E+017,0,0,0,,2,a definitive ruling: sherry and prawn cocktails are not competitive #MKR,,
w,5.72334651475292E+017,0,0,0,,2,This show is rigged #MKR,,
w,5.72334647486464E+017,0,0,0,,2,Of course they're going to stay. We hate them therefore they're a ratings winner. #MKR,,
w,5.723346422941E+017,0,0,0,,2,"And a 7 for ""smear of lemon tart""???
#MKR",,
w,5.72334640125493E+017,0,0,0,,2,Out come the fingers and toes to do the counting. #MKR,,
w,5.72334639034978E+017,0,0,0,,2,Open both doors please. Wide load coming. #MKR,,
w,5.72334634404463E+017,0,0,0,,2,#MKR Fuck you Colin! That was total shite!,,
w,5.72334632076591E+017,0,0,0,,2,Of course the dipshits stay #MKR,,
w,5.72334630835135E+017,0,0,0,,2,WTF!!! #MKR2015 #MKR,,
w,5.72334592234926E+017,0,0,0,,2,Oh no they're staying #mkr,,
w,5.72334564099564E+017,0,0,0,,2,How unfortunate... they're staying. #MKR,,
w,5.7233455658335E+017,0,0,0,,2,NOOOOOOOOOOOOO #MKR,,
w,5.72334551172698E+017,0,0,0,,2,#mkr officially lost any respect for Collin that I had left!,,
w,5.72334548807074E+017,0,0,0,,2,Saved by the tail of a spatchcock #mkr #promogirls,,
w,5.72334545522962E+017,0,0,0,,2,Drunk homeless man is definitely drunk #mkr,,
w,5.72334545338425E+017,0,0,0,,2,"If they cooked like they would in Africa, then they would've been in. #MKR I'll miss them :(",,
w,5.72334540783415E+017,0,0,0,,2,I hate deconstructed deserts. You never even GET anything. It's like a fucking cheese platter #mkr,,
w,5.72334486215524E+017,0,0,0,,2,Sounds awful but Tony reminds me of Mr Creosote from The Meaning of Life #MKR #MKR2015,,
w,5.72334483778638E+017,0,0,0,,2,This is just ridiculous. #mkr Another 7 FFS.,,
w,5.72334482696511E+017,0,0,0,,2,Fuck. #MKR,,
w,5.72334482029601E+017,0,0,0,,2,7 for the main &amp, dessert. What the?  #MKR,
w,5.7233446563002E+017,0,0,0,,2,That's bullshit Colin and you know it. #mkr,,
w,5.72334406058156E+017,0,0,0,,2,RT @SweatyJester: Ya gots to sass it. #MKR http://t.co/VSYY9sM9hS,,
w,5.72334401226351E+017,0,0,0,,2,Handmade gnocchi for dinner. Frugii for dessert. My home made dinner is better than that #mkr dinner.,,
w,5.72334399523439E+017,0,0,0,,2,You have a tail??? #MKR,,
w,5.72334398944748E+017,0,0,0,,2,"A 7? for unboned spatchcock and instant couscous?
#MKR",,
w,5.72334390929314E+017,0,0,0,,2,RT @NewIdeamagazine: The moment of truth... Did the girls deliver on their promises? #mkr,,
w,5.72334390161752E+017,0,0,0,,2,BULLSHIT!!!! #MKR #MKR2015,,
w,5.72334389650063E+017,0,0,0,,2,A 7! Colin dipping his end in! #mkr,,
w,5.72334383761252E+017,0,0,0,,2,They better have spatched their own cock. #MKR,,
w,5.72334314559431E+017,0,0,0,,2,A 7? This bloke is utterly demented. #MKR,,
w,5.72334310574834E+017,0,0,0,,2,"#mkr Boy, @FourinHandyou sure know how to dish out an insult ""your sausage was a little short of fat..."" Glad they weren't male contestants!",,
w,5.72334299686441E+017,0,0,0,,2,De-constructed is code word for 'fell on the floor' right? #MKR,,
w,5.72334283160871E+017,0,0,0,,2,Preeetty easy to spot which houses are producer rentals #MKR #MKR2015,,
w,5.72334261178507E+017,0,0,0,,2,#MKR the sausage was a real letdown hey ?,,
w,5.72334261149159E+017,0,0,0,,2,The bord? #MKR,,
w,5.7233424744217E+017,0,0,0,,2,The reason why Katie &amp, Nikki cooked the main was all in the name. #MKR,
w,5.72334247253443E+017,0,0,0,,2,"@thecanvass_I've just been challenged to make this menu tomorrow night after commenting ""That's not hard, I could do better than that"". #MKR",,
w,5.72334246297137E+017,0,0,0,,2,"Her leg was dry!! Bahahahahahahaha
#mkr",,
w,5.72334230589469E+017,0,0,0,,2,U think they realize they need a total of 10 here?? #mkr,,
w,5.72334187874632E+017,0,0,0,,2,Someone really wants to keep them in #MKR,,
w,5.72334171051323E+017,0,0,0,,2,"RT @Msloulou77: We have hope but no cooking ability. Well, that's a winning combo.
#MKR",,
w,5.72334161920278E+017,0,0,0,,2,"FUCK YOU COLIN! 

#riot #moist #mkr",,
w,5.72334160762651E+017,0,0,0,,2,Colin fully channeling Edward Scissorhands tonight #MKR,,
w,5.7233415891721E+017,0,0,0,,2,I hate when my sausage is scored a 3 #mkr,,
w,5.72334151048667E+017,0,0,0,,2,There is NOTHING glamorous about that restaurant #MKR,,
w,5.72334142492312E+017,0,0,0,,2,Joe is looking hopeful. #MKR,,
w,5.72334133604581E+017,0,0,0,,2,just eat his dick already drasko #MKR,,
w,5.72334120795173E+017,0,0,0,,2,I bet my designer can opener that's not their house!  #MKR,,
w,5.72334076390064E+017,0,0,0,,2,"We have sass!
Oh well a cooking competition is just the ticket.
#MKR",,
w,5.72334068265689E+017,0,0,0,,2,the blonde-hate is rather unbecoming. #mkr,,
w,5.72334046199456E+017,0,0,0,,2,"I've been playing the ""sass"" word drinking game and I've managed to deconstruct myself #MKR",,
w,5.72334044349792E+017,0,0,0,,2,Apparently sass is what keeps you in the competition rather than the basic skill of cooking #mkr,,
w,5.72334042605077E+017,0,0,0,,2,"Collin admits that he is easily confused by a sausage.
#MKR",,
w,5.72334042512695E+017,0,0,0,,2,Your hotpot was...I don't know....gross #MKR,,
w,5.72334018902942E+017,0,0,0,,2,'Welcome to our instant restaurant Tacky..I mean Sassy' #mkr #katieandnikki,,
w,5.72334017661436E+017,0,0,0,,2,"RT @squishilicious: Ad break pet pic #mkr (not my tortoise tho. I had them as a kid, this is the cutest idea!) http://t.co/Djg5k1qnZI",,
w,5.72334014024925E+017,0,0,0,,2,"RT @jgray0711: If Tony &amp; Lynn are eliminated, they should just burn the set like the house in What's Eating Gilbert Grape?
#mkr",,
w,5.7233401090859E+017,0,0,0,,2,Colin confused. Get out!!! #mkr,,
w,5.72334005955109E+017,0,0,0,,2,Three is a low score. Good work Sherlock. #MKR,,
w,5.72333975345234E+017,0,0,0,,2,#MKR my guess. bottom 2 teams from each round are going back into instant restaurants. Just saying.,,
w,5.7233393762993E+017,0,0,0,,2,"Ah, the wages of being awful #MKR",,
w,5.72333926141727E+017,0,0,0,,2,AHA BUT NO ONE ELSE DOES #MKR,,
w,5.72333922895327E+017,0,0,0,,2,#MKR makes much more sense when you realise it's not a cooking show,,
w,5.72333910576636E+017,0,0,0,,2,#catchup #MKR ok so I might be turning into my mother but isn't it a bit rude to wear your hat at the table?? #lovetheQldMatesanyway,,
w,5.72333910060757E+017,0,0,0,,2,"Colin: ""make moine a dooble."" #MKR",,
w,5.72333884559401E+017,0,0,0,,2,"It must wonderful to live in a delusional, surreal world where everything evolves around you. #MKR",,
w,5.72333842888987E+017,0,0,0,,2,Can someone explain to the gals 'sass' is not the same as edible food? #MKR,,
w,5.72333833372099E+017,0,0,0,,2,shoulda named the restraunt #spastic #MKR,,
w,5.7233383074646E+017,0,0,0,,2,@mykitchenrules love how u have to where the same stuff on a different night #mkr,,
w,5.72333830314435E+017,0,0,0,,2,Have you two even thought about the way you acted through this round? #MKR Scores aren't surprising,,
w,5.72333830209712E+017,0,0,0,,2,After the 3/10 I'm actually hoping that lyn and tony go home #mkr,,
w,5.72333829320401E+017,0,0,0,,2,What does she model? Something to do with ducks? #waddle #MKR #MKR2015,,
w,5.72333829072937E+017,0,0,0,,2,Think the girls will easily get through #mkr,,
w,5.72333828515107E+017,0,0,0,,2,Nikki does NOT look happy with the group's score #mkr,,
w,5.72333826254377E+017,0,0,0,,2,The show is about cooking NOT SASS #MKR,,
w,5.72333822886326E+017,0,0,0,,2,"#MKR 'pretty good dishes we're happy with' - OK, well I'm never eating at your place.",,
w,5.72333819715461E+017,0,0,0,,2,@colonelkickhead but would they cook better than these terrible contestants? #mkr,,
w,5.72333790288208E+017,0,0,0,,2,If I hear the word sass one more time... &gt,.&gt, #mkr
w,5.72333789474509E+017,0,0,0,,2,@dumbadm1n Pete would love it! #mkr,,
w,5.72333720927007E+017,0,0,0,,2,RT @dcm81: #killerblondes ?? Have the producers lost the plot or have my eyes failed? In what universe are they even remotely hot in?? #MKR,,
w,5.72333713943478E+017,0,0,0,,2,Katie and Nikki should've called their restaurant Conceited not Sassy #mkr http://t.co/ucU0w6Sh5I,,
w,5.72333705991045E+017,0,0,0,,2,".@helloheliotrope show changes its name to ""your kitchen, my rules"" #MKR",,
w,5.72333704070099E+017,0,0,0,,2,"If Tony &amp; Lynn are eliminated, they should just burn the set like the house in What's Eating Gilbert Grape?
#mkr",,
w,5.72333700584645E+017,0,0,0,,2,Damn he liked it #MKR,,
w,5.72333690627342E+017,0,0,0,,2,Stop saying Sass #mkr,,
w,5.72333659849507E+017,0,0,0,,2,"We have hope but no cooking ability. Well, that's a winning combo.
#MKR",,
w,5.72333659564323E+017,0,0,0,,2,Was that just the girls voices on they add confirming that they didn't go home? Really? Again channel 7?? #MKR,,
w,5.72333658759017E+017,0,0,0,,2,SASS WILL NOT KEEP YOU IN THE COMPETITION!  #MKR,,
w,5.72333649997087E+017,0,0,0,,2,Oh it's sas that keeps them in the competition. I thought it was cooking... silly me #MKR,,
w,5.72333618304975E+017,0,0,0,,2,@mykitchenrules double elimination? Or a challenge elimination? #mkr,,
w,5.72333576798122E+017,0,0,0,,2,#thecockroachthatjustwontdie RT @bookshopaddict: Surprise announcement?  Another bloody instant restaurant round?  #mkr,,
w,5.72333566983451E+017,0,0,0,,2,runway?!?!?! 2 boxes put together by the looks of it! #MKR,,
w,5.72333564043252E+017,0,0,0,,2,Ok... Who should stay? And who should go? #MKR,,
w,5.72333558720676E+017,0,0,0,,2,"Meanwhile, the week one contestants have married, divorced, bought and sold houses.... #mkr",,
w,5.72333545122767E+017,0,0,0,,2,Surprise announcement. Drasko is actually Superman. Been dressed as Clark Kent for the whole show.  #MKR,,
w,5.72333480006165E+017,0,0,0,,2,I got it! They're bringing the slam dunk contest to #mkr,,
w,5.72333470858404E+017,0,0,0,,2,"RT @DanAndMaz: Katie &amp; Nikki from #MKR are on #DanAndMaz tomorrow, we want to find some more ""sexy butchers""... Know any @FourinHand?

@myk…",,
w,5.72333446338462E+017,0,0,0,,2,Maybe there will be yet another secret round where Colin cooks off against Pete &amp, Manu &amp, the winner is declared the bigger dickhead #MKR
w,5.72333397479043E+017,0,0,0,,2,Or maybe the surprise twist is Ash beating Nikki with a stiletto. I'd watch that. #MKR,,
w,5.72333393888735E+017,0,0,0,,2,There will probably be another round of dinners! Starting tomorrow #MKR,,
w,5.72333382975164E+017,0,0,0,,2,I want Colin and manu to just feed me. #MKR #DreamTeam,,
w,5.72333369763086E+017,0,0,0,,2,@squishilicious That would also be aces on a turtle. In water. :-) #MKR #PetsInAdBreaks,,
w,5.72333361408053E+017,0,0,0,,2,#MKR dying for the night when the special announcement involves the remaining teams eating the eliminated contestants.,,
w,5.72333349735281E+017,0,0,0,,2,"RT @DanielleVLee: #mkr is love, #mkr is life.",,
w,5.72333346321138E+017,0,0,0,,2,Well done channel7 for NOT spoiling the big surprise announcement this week!!!!!!!!!! #mkr #MKR2015,,
w,5.723333027507E+017,0,0,0,,2,Katie and Nikki better not get a point for every time they said 'we're pretty' #MKR,,
w,5.72333291191202E+017,0,0,0,,2,Hope the suprise isn't eliminated contestants get to cook off for a chance to return! #MKR,,
w,5.72333289698034E+017,0,0,0,,2,oh fuck im late!!! i missed stupid shit im sure! #MKR,,
w,5.72333284291572E+017,0,0,0,,2,I hope Colin doesn't like it #mkr,,
w,5.72333279107396E+017,0,0,0,,2,RT @Everestedup: Omg double elimination?! #MKR,,
w,5.72333278440514E+017,0,0,0,,2,Raining tens? More like raining bullshit because we all know no one can bloody cook! #MKR,,
w,5.72333271096414E+017,0,0,0,,2,In other news: the team I was rooting for last year just favourited my tweet. I'm not crying... you are. #mkr #AnnieAndJason,,
w,5.72333225919455E+017,0,0,0,,2,"pretty: adjective 1.) attractive in a delicate way without being truly beautiful.""a pretty little girl with an engaging grin"". Um, no. #mkr",,
w,5.72333219799908E+017,0,0,0,,2,"RT @finicalgal: ""We're off to a special location for this announcement. It's a warehouse with drapes and a stage. It screams 'special'.""
#M…",,
w,5.72333125935608E+017,0,0,0,,2,#cankles #methteeth #mkr,,
w,5.72333104230109E+017,0,0,0,,2,It's #KillerBlondes vs Serengeti at sunset on #mkr,,
w,5.72333098613936E+017,0,0,0,,2,Holy crap they just wasted 55mins of prep time getting ready and still look the same! I hope their fall is spectacular!! #MKR,,
