ds,,count,hate_speech,offensive_language,neither,class,tweet,id
td,6039,0,0,0,0,1,@J_Dun54 awww shit lol I want my money too bitch. Who else I give one tO?
td,6040,0,0,0,0,1,@J_Dun54 oh you little bitch you. You tryna hit the fair tho today or sometime this week? Shit might be fun drunk
td,6041,0,0,0,0,1,@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 bitch better back up Katy's mine
td,6042,0,0,0,0,1,@J_Kwest No Cpt Commando is a hoe and a cocksucker
td,6043,0,0,0,0,1,@J_Kwest when a bitch look his way http://t.co/VkdkoEKLxZ
td,6044,0,0,0,0,2,@J_Logan And you know best about the bird moves...!!!
td,6045,0,0,0,0,1,@J_Nastyy_ @Bum_Farto why would a white man even go to a nigger hell hole of Detroit? An I've worked in A town how. Y'all good niggers!
td,6046,0,0,0,0,1,@J__F__H Happy Another Group of 365 Days you weird ass son of a bitch. That's why we all love you though. Hoping there are riots in H-town
td,6047,0,0,0,0,1,@JacobRyanBruhn Kiss these nuts bitch!
td,6048,0,0,0,0,1,@JacobbBacker @fucktyler Tyler isn't shit faggot go listen to some real music
td,6049,0,0,0,0,0,@JacobbBacker fag
td,6050,0,0,0,0,1,@JacobbBacker faggot
td,6051,0,0,0,0,0,@JacobbBacker you don't know shit about me faggot bitch
td,6052,0,0,0,0,1,@JacsonBevens @markkiszla absolutely retarded article http://t.co/3hSVTYOXFf
td,6053,0,0,0,0,1,@JadeGreenleaf @DailySexSupply am i really a fag if I'm liking that video
td,6054,0,0,0,0,0,@JadeGreenleaf fag
td,6055,0,0,0,0,0,@JaiBrooks1 faggot
td,6056,0,0,0,0,0,@JaiBrooks1 not funny u faggot
td,6057,0,0,0,0,1,@JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot
td,6058,0,0,0,0,0,@JaiBrooks1 ur brother looks so queer and ugly
td,6059,0,0,0,0,1,@JalenDGAF @CourtniClark &#128308;&#9899;&#65039;&#128308;&#9899;&#65039;&#128308;&#9899;&#65039; no pressure hoe
td,6060,0,0,0,0,1,"@Jalenhendricks4 hoes saying ""eyebrows on fleek"" .. Search it on twitter"
td,6061,0,0,0,0,1,"@JamesOKeefeIII @jdhayworth James nobody (save a couple illiterate inbred teabagger morons) gives a flying fuck about your ""revelations."""
td,6062,0,0,0,0,2,@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!
td,6063,0,0,0,0,1,@JamesyNBA damn your bitch really hoe'n for the F!!
td,6064,0,0,0,0,2,"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium When they are winning. It is truly ""electrifying"""
td,6065,0,0,0,0,1,@JaneyPew nigger you are bigger than I am. Do you even #R4aperSec ?
td,6066,0,0,0,0,1,@JarJar_Banks momma didn't raise no sukka bitch!
td,6067,0,0,0,0,1,@JaredReve use monkey maker you prick!
td,6068,0,0,0,0,1,@JasonAstley I hate that shit. Like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.
td,6069,0,0,0,0,0,"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny."
td,6070,0,0,0,0,1,@JavelinaBlue @mdjacksondallas @KennettDems yep. Texas is redneck heaven.
td,6071,0,0,0,0,1,@JavieTheCreator @its_selenaaaa haha yuhh that hoe was funny
td,6072,0,0,0,0,1,@JavieTheCreator stank ass hoes haha
td,6073,0,0,0,0,1,@JawShoeeAhhh *bitch
td,6074,0,0,0,0,1,@JawShoeeAhhh @FabianMleal fuck you bitch lol
td,6075,0,0,0,0,1,@JawShoeeAhhh @FabianMleal shut up bitch
td,6076,0,0,0,0,1,@JawShoeeAhhh @FabianMleal suck a dick hoe
td,6077,0,0,0,0,1,@JawShoeeAhhh @greyyygoose @jehnayy you're gay bitch
td,6078,0,0,0,0,1,@JawShoeeAhhh @jehnayy no bitch lol
td,6079,0,0,0,0,1,@JawShoeeAhhh @josecarcamo03 lmao you're on my timeline it ain't spying hoe lol
td,6080,0,0,0,0,1,@JawShoeeAhhh @keepitplur bitch you beat after losing twice lol and we won 11 you just a hater
td,6081,0,0,0,0,1,@JawShoeeAhhh bitch answer me lol
td,6082,0,0,0,0,1,@JawShoeeAhhh bitch you can't even say no lol
td,6083,0,0,0,0,1,@JawShoeeAhhh lmao you're a bitch boy
td,6084,0,0,0,0,1,@JawShoeeAhhh lol thanks bitch hahah Vegas ain't ready for us lol
td,6085,0,0,0,0,1,@JawShoeeAhhh shut up bitch
td,6086,0,0,0,0,1,@JawShoeeAhhh that don't mean you're not balling lol shut up hoe lol
td,6087,0,0,0,0,1,@JawShoeeAhhh that means you're balling if you're Jewish lol I don't love hoes lol
td,6088,0,0,0,0,1,@JawShoeeAhhh you're a bitch lol
td,6089,0,0,0,0,2,@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash
td,6090,0,0,0,0,1,@JayKollsKSTP please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons. Thanks.
td,6091,0,0,0,0,1,@Jaydillz they're both big bitches tho lol
td,6092,0,0,0,0,0,@Jaytwofly @G_MUCKA good leave you stupid faggot
td,6093,0,0,0,0,0,@Jaytwofly huh lol mad nigger is mad
td,6094,0,0,0,0,1,@JayyRosayy you ain't got no hoes lil jess you're a lil guy
td,6095,0,0,0,0,1,@Jazwau &#128528; who did you rob them hoes like 4 online
td,6096,0,0,0,0,1,@Jbrendaro30 @ZGabrail @ramsin1995 @GabeEli8 @Jacob2times bitch ass nigggaaa
td,6097,0,0,0,0,1,@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose some people are just looking to get offended
td,6098,0,0,0,0,1,@JefDaBest: The fact this bird ass nigga took my phone and did a light skin pose in school @Mrste617 smh lol http://t.co/Zd3vctXGXh
td,6099,0,0,0,0,1,@JeffBlogwell time to call hoes
td,6100,0,0,0,0,1,@JennaHord12 Feels like it's been a year since I seen ya queer lolol
td,6101,0,0,0,0,1,@JennaHord12 Nooo Amber's supposed to kill me fag
td,6102,0,0,0,0,2,@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**
td,6103,0,0,0,0,1,@JennyMcCarthy don't let idiots that can't even spell retarded get you down.
td,6104,0,0,0,0,1,@JennyReyes42 @iamadamg_ awwe i love you too jenny! Your so damn perf &amp; NOT ugly. Seriously dis bitch must be blind!
td,6105,0,0,0,0,2,@JennyTripleTit it's also a bird a city and a math theorem. I make no assumptions!
td,6106,0,0,0,0,1,@JerGucci I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.
td,6107,0,0,0,0,1,@JerGucci go on Craigslist bitches be on there &#128514;&#128514;
td,6108,0,0,0,0,1,@JerGucci my luck the bitch gonna drug me an I won't even kno what happened lmao
td,6109,0,0,0,0,1,@JerGucci she can suck dick tho that's better than brownies
td,6110,0,0,0,0,1,@JerGucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao
td,6111,0,0,0,0,1,@JeremyAdams_ you're a bitch
td,6112,0,0,0,0,1,@JermsAllOver I can't be homeless in 2014.... but them bitches better not slip in 2015
td,6113,0,0,0,0,1,@JesseAbrego bitch I might be
td,6114,0,0,0,0,1,@Jessycaa_Rubi @O_ShitItsLaura Bitch you just an inch taller than me &#128079;&#128079; &amp; we normal height Jessyca and Daysi are just some short bitches &#128514;
td,6115,0,0,0,0,0,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard
td,6116,0,0,0,0,1,@JfromHuntington #Savages  Day is like coloreds dat wrap day hoes like mummies
td,6117,0,0,0,0,1,@JfromHuntington @thatUPSdude &lt; I hates to interject but cans I have yo digits? I likes wiggers dat wanna be fucked by coloreds
td,6118,0,0,0,0,0,@JimBoberson happy birthday faggot
td,6119,0,0,0,0,1,@JimNastikowski @3Quarters2Day ? Are you a race traitor or just a dumbass?
td,6120,0,0,0,0,1,@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/
td,6121,0,0,0,0,1,"@JimmyMcIver @jerrilyn71 @Doc_68W_ Just like ""FAT CHICKS NEED LOVE TOO"" I guess.  Some Jeffrey Dommer Type would be all over that sloppy ho."
td,6122,0,0,0,0,0,@JizzAtTheScene and how am I assume shit  hmm cuz u don't know what fuck u talking about crackers these days.
td,6123,0,0,0,0,2,@JjLoveUp tranny
td,6124,0,0,0,0,1,@Jo_clark6 @breezysofresh24 no homo bro love ya to!! Lets get some 151 an some Malibu rum!! Tech 9 this bitch haha
td,6125,0,0,0,0,1,@Jo_clark6 @pache16 @PcktSizeCae an just don't be a hoe about it! Haha
td,6126,0,0,0,0,1,@Joan_Rivers Bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face BYE  http://t.co/LTi96AZjwk
td,6127,0,0,0,0,1,@Jobbe03 @PandaEnchilada You're such a bitch Carlton. You're lucky your fathers a judge.
td,6128,0,0,0,0,1,@Jobbe03 You need to insert a chill pill up your ass. Twice a day until your bitch assness goes away. If the problem persists see a doctor.
td,6129,0,0,0,0,1,@JoeBiden is such a retard! &#8220;@irritatedwoman: Biden Calls Himself &#8216;White Boy&#8217; in Meeting With Black Pastors http://t.co/bqx1IEv0wD&#8221;
td,6130,0,0,0,0,0,@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420
td,6131,0,0,0,0,0,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat
td,6132,0,0,0,0,1,@JoePrich shut up faggot
td,6133,0,0,0,0,1,@JoeTheMailman @emilyrs But that bitch could care less about Benghazi victims!
td,6134,0,0,0,0,1,@Joe_Schmucc Dog Government jobs is the SHIT. I done got my last few off that bitch.
td,6135,0,0,0,0,0,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag
td,6136,0,0,0,0,1,@Joey_D26 you're such a pussy
td,6137,0,0,0,0,1,"@JohnColeGlover is big cat a ""fat pussy"" joke?"
td,6138,0,0,0,0,1,@JohnFaheyIII go eat bear shit you fuckin yokel
td,6139,0,0,0,0,1,@John_Mayer_69 @Biggg_Mackkk dont talk to your hoe that way
td,6140,0,0,0,0,1,@JohnnnyAmor lol wyo bitch
td,6141,0,0,0,0,2,@Johnny3_ @HPGuilty trash ain't it
td,6142,0,0,0,0,2,@JonJ_07 like their players really been talking trash about Bama.
td,6143,0,0,0,0,1,@JonJanke @Deadspin @jtrimbl3 You sound like you're pussy whooped. #freelikeabird
td,6144,0,0,0,0,1,@JonJanke @jtrimbl3 You're a sensitive pussy whooped no sense of humor neo zoom maxi dweeb. Now sit your ass all the way down.
td,6145,0,0,0,0,2,@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.
td,6146,0,0,0,0,1,@JonnVercetti true but then again I'm my opinion a hoe is someone who goes and sleeps with everybody
td,6147,0,0,0,0,2,@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course
td,6148,0,0,0,0,1,@Jontel_20 &#128557; pussy
td,6149,0,0,0,0,1,@JoriBunni he talkin bout we wanna be human and I'm just like .... bitch whet?
td,6150,0,0,0,0,1,@JoseRvmirez I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait
td,6151,0,0,0,0,1,@JosesitoRiveraa fuck no faggot
td,6152,0,0,0,0,2,@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?
td,6153,0,0,0,0,2,@Jpizzle651 I didn't really have one was aware of Yankees but always loved Dodgers uniform!
td,6154,0,0,0,0,2,@JuMosq @zachkruse2 Yep. *sobs*  I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.
td,6155,0,0,0,0,1,@JuanDaMeskin you wouldn't last a day there hoe.
td,6156,0,0,0,0,1,@JuanNDaCut @ShareA40Ounce she playin pussy hole bingo. She drawing the next number
td,6157,0,0,0,0,0,@JuanYeeze damn took this dumb spic nearly 2 days to respond wuz really good tho beaner?
td,6158,0,0,0,0,0,@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga go listen to some pitbull
td,6159,0,0,0,0,2,@JudgmentalNYer @eveisapisces it always looks so nice! I was gonna buy this yellow one
td,6160,0,0,0,0,1,@JuiceMan_LTF shut up pussy
td,6161,0,0,0,0,1,@Juice__2 faggot
td,6162,0,0,0,0,1,@Juice__2 i know bout yo wack ass dreads nigger
td,6163,0,0,0,0,1,@Juice__2 nah you're a nigger
td,6164,0,0,0,0,1,@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.
td,6165,0,0,0,0,1,@Juicy_james01 ain't no love 4 these hoes
td,6166,0,0,0,0,1,@JukeJuke_9 shit he prolly is other than that everybody else trash
td,6167,0,0,0,0,1,@JulesDanesy Cowboys fans are cunts? Stop the presses!
td,6168,0,0,0,0,1,@JuliaDBrock Are we still talking about animals? I know some Asian folks that would love to see how you prepare your pussy before eating it.
td,6169,0,0,0,0,1,@JuliaDBrock I'm not a bitch. Take it back.
td,6170,0,0,0,0,1,@Julian_jval I totally think the something when bitches come across mine saying we are similar. Uh no &#9995;
td,6171,0,0,0,0,1,@Juliet_Munguia bitch merry Christmas
td,6172,0,0,0,0,1,@JunDishes amen little mama. y does this old southern country bitch like you so much I don't know. but I do!
td,6173,0,0,0,0,1,@JunDishes block or mute the cunt
td,6174,0,0,0,0,2,@JunDishes elissa would call me trash vile etc.!
td,6175,0,0,0,0,2,@JunDishes get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace works just as good
td,6176,0,0,0,0,1,@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!
td,6177,0,0,0,0,1,"@JunDishes thank god I'm just an "" old redneck bitch"" from Memphis Tn. And not a troll"
td,6178,0,0,0,0,0,@JungleFeverFren fuck u nigger
td,6179,0,0,0,0,1,@JuniorMaye8 jus exsposin hoes on a whole different level &#128557;&#128514;
td,6180,0,0,0,0,1,@JusDahl I want some.....I'm so damn tired of being in the fucking kitchen a bitch is hot and needs a glass of wine and a back rub
td,6181,0,0,0,0,1,@JusDahl bitch wake up!
td,6182,0,0,0,0,1,@JusDahl gross ill stick with my galaxy it will still receive those nips
td,6183,0,0,0,0,1,@JusDahl not nappy head hoe though &#128514;&#128514;
td,6184,0,0,0,0,1,@Juss_Vinny @kkarleigh if he wants bitches tip toein on his marble floors he will &#128521;
td,6185,0,0,0,0,1,@JustCurrieOn @Christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living
td,6186,0,0,0,0,2,@JustDoItSlow &#128530;FOREVER 21 hoes
td,6187,0,0,0,0,1,@JustDoItSlow on sale ass hoes
td,6188,0,0,0,0,1,@JustDoIt_Rob big titty bitch lmao fuck it good party
td,6189,0,0,0,0,1,@JustFemaIe @CheatingAdvice  Where the fuck were you this summer bitch?
td,6190,0,0,0,0,1,@JustKarahn bye hoe
td,6191,0,0,0,0,1,@JustKarahn dnt use my shit against me hoe
td,6192,0,0,0,0,1,@JustKarahn negro please
td,6193,0,0,0,0,1,@JustKarahn yes u hoe
td,6194,0,0,0,0,2,@JustTooMuchCake Lmao. it bel ike that nowadays
td,6195,0,0,0,0,1,@JustWordsx dont favorite me you faggot
td,6196,0,0,0,0,1,@Just_this_time we need more opinionated bitches.  #MOAR
td,6197,0,0,0,0,1,@Justin_Baez shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag
td,6198,0,0,0,0,1,@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...
td,6199,0,0,0,0,1,@KASSIGOD drinking away this stress. you got some new hoes for us?
td,6200,0,0,0,0,1,@KCJHoop pretty sure you meant flight and not flite dumb ass cracker.
td,6201,0,0,0,0,1,@KEIRRANicolee I didn't know you was following me hoe &#128514;
td,6202,0,0,0,0,2,@KHShan @VictorB123 Oh but those last few that did.. Charlie Wilma Jeanne...
td,6203,0,0,0,0,1,@KILLDion @h_christianne politics isn't twitter coon lol
td,6204,0,0,0,0,1,@KILLQuana choke on something hoe
td,6205,0,0,0,0,1,@KILLQuana lmao cunt
td,6206,0,0,0,0,1,@KINGDOMMINDED__ @_lostb0y fuck off my pussy boi bitch
td,6207,0,0,0,0,1,@KINGDOMMINDED__ @_lostb0y me bitch im tryna keep a clean track record the fuck bruh
td,6208,0,0,0,0,1,@KINSL3Y we dont love these hoes
td,6209,0,0,0,0,0,@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson
td,6210,0,0,0,0,1,@KR3TZ3R15 Idk is she's actually from there lol we followed a band. But we met a few bainbridgians. This bitch had like 4 teeth I swear lol
td,6211,0,0,0,0,1,@K_forKicKs &#128514;&#128514;&#128514;&#128514; im joked out bitch you stupid!
td,6212,0,0,0,0,1,@K_forKicKs likkadawgg turn up ya bitch...fw ya dawg man
td,6213,0,0,0,0,1,@K_forKicKs tf bitch you had brain surgery and aint tell me??!?
td,6214,0,0,0,0,1,@Kaaaat__ make that llama your bitch
td,6215,0,0,0,0,1,@Kaayyllee_ bitch. &#128530;
td,6216,0,0,0,0,1,@KaileenRenee lets get a group together &amp; do something negro I'm home
td,6217,0,0,0,0,0,@KamRenee ugly nigger
td,6218,0,0,0,0,1,"@KamalShaqi @Kevinnnnn_05 it's funny how this page quoted my tweet about the term ""camel jockey"" bc I AM a fucking Arab you dumbass &#128529;"
td,6219,0,0,0,0,1,@KassieHamilton @Ann_E_Lizabeth @erin_lehrer thanks kass I respect you. Not you Annie you're a bitch.
td,6220,0,0,0,0,2,"@KateWhineHall I starting laughing ""worked out""...not b/c I think its funny that you work... *throws phone in trash over butchered subtweet"
td,6221,0,0,0,0,1,@KatieFraaancis bitch nigga
td,6222,0,0,0,0,1,@Katiebentel ily hoe cheer up pretti
td,6223,0,0,0,0,1,@Katieloukarl lol tell that hoe grow up ahaha
td,6224,0,0,0,0,1,@KayFLiii fuck bitches
td,6225,0,0,0,0,1,@KayciMalynn I know nigs
td,6226,0,0,0,0,1,@KayciMalynn yo bitch I miss you too.
td,6227,0,0,0,0,2,@KaylahPrettyMom lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;
td,6228,0,0,0,0,1,@KazAtta @thesaidabdi dont get it twisted said aint playin ny state of mind when bitches is around *clicks link*
td,6229,0,0,0,0,1,@KazAtta I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch
td,6230,0,0,0,0,1,@KazAtta LOL this is why u my nig
td,6231,0,0,0,0,1,@KazAtta he jus need to go to brazil get himself a bad brazilian bitch and jus relax
td,6232,0,0,0,0,1,@KazAtta if yo girl let them in she a hoe...she belong to the world why u cuffing her
td,6233,0,0,0,0,1,@KazAtta why is he stressin himself this nig can be livin lik meech before he went to prison
td,6234,0,0,0,0,1,@KazAtta your welcome my nig #salute
td,6235,0,0,0,0,1,@KebinBlodgett bitch your yuck
td,6236,0,0,0,0,0,@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy
td,6237,0,0,0,0,1,@KeenoKlutch im on that hoe now
td,6238,0,0,0,0,1,@Keim_Hefner lmaooo hell naw nigga you must was playing school of blind and cripple
td,6239,0,0,0,0,2,"@KeithOlbermann I feel the same way about the bigotry and racism of using the word ""redskins""."
td,6240,0,0,0,0,1,@KeiveeB shut up bitch it ainn complete witout Money Melle n it
td,6241,0,0,0,0,2,@KeiveeB yellow shirt hat turnt to da side
td,6242,0,0,0,0,2,@KellenDaniel along with the French blue and Buggs bunny VIIs and the Oreo IVs. @LaJethroJenkins
td,6243,0,0,0,0,1,@Kellinquinn please acknowledge my existence you amazing son of a bitch
td,6244,0,0,0,0,2,@KellyOsbourne do u still have ur blk. pom?
td,6245,0,0,0,0,1,@KelseyHison @JODYHiGHROLLER see bitch this is why you have no friends
td,6246,0,0,0,0,1,@Kelseyyvirginia @caylanashlee look here bitch if i wanted to be gramatically correct i would have
td,6247,0,0,0,0,1,@Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit
td,6248,0,0,0,0,1,@KenSuttling @LesleySuttling Him as well They like their fried chickenesp the spear chuckers.
td,6249,0,0,0,0,2,@KenSuttling @amhistorymuseum @Yankees He now resides on the Mantle piece.
td,6250,0,0,0,0,2,@KenSuttling Certainlt not the paddies
td,6251,0,0,0,0,2,@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.
td,6252,0,0,0,0,1,@KenSuttling Mr.Coxthe Chase me Charlie of his day.Bend over boywhile I conjugate your A**e
td,6253,0,0,0,0,2,@KenSuttling Not taking Franks advice and he ate the yellow snow.
td,6254,0,0,0,0,1,@KenSuttling That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.
td,6255,0,0,0,0,2,@KenSuttling The spear chuckers are flooding into Upton Park.
td,6256,0,0,0,0,2,@KenSuttling Yankees beat then in the Grapefruit league the other day.
td,6257,0,0,0,0,2,@KenSuttling Yankees playing tonight in the Bronx3rd game of the current series against the diamondbacks
td,6258,0,0,0,0,2,@KenSuttling You rememberit used to be funny coloured paper.
td,6259,0,0,0,0,0,@Ken_GTH nahh  whatever you are spook or spic I still don't like you . Good day
td,6260,0,0,0,0,1,"@Kendracae ""bitches ain't shit but hoes with tricks"""
td,6261,0,0,0,0,1,@Kenny__Wright @Kush_Boy420 @yoPapi_chulo do it i fucking dare you faggot
td,6262,0,0,0,0,1,@Kenny__Wright @itsfrankybitch @Amber_Nicole_21 @Kush_Boy420 @yoPapi_chulo you cant call someone a fag if you're snuggling up with guys
td,6263,0,0,0,0,0,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot
td,6264,0,0,0,0,1,@Kenny__Wright @sincerelyayla faggot
td,6265,0,0,0,0,1,"@Kenny__Wright @yoPapi_chulo @Kush_Boy420 ""the stupidest bitch"" brb crying he called me stupid"
td,6266,0,0,0,0,1,@KenoBino Ohh Mr I'm all tough cause I live in a retarded city thinks he's cool. People like you should be shoveling my snow broke bum.
td,6267,0,0,0,0,1,@Kevhoeee916 apply to thunder valley bitch
td,6268,0,0,0,0,1,@KevinEdwardsJr look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please
td,6269,0,0,0,0,1,@KevinKevmooney @LEllerbe when bet now i make sure that bitch is not involved that's 1 thing floyd and pac can agree on she screwed em both
td,6270,0,0,0,0,2,@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne
td,6271,0,0,0,0,1,@KevinTheGee finished the essay and the quiz bitch
td,6272,0,0,0,0,1,@KevinTheGee ok I just wanted to know bitch at 5:20 if you're not here I'm out
td,6273,0,0,0,0,0,@Kevin_McAdams Because Ian's retarded
td,6274,0,0,0,0,1,@KeyshawnSwag lol nigga them look like a combo of trash in your house &amp; trash at the dump
td,6275,0,0,0,0,1,@KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here &#128514;
td,6276,0,0,0,0,1,@KeyshawnSwag the bad bitch with them ugly ass nikes
td,6277,0,0,0,0,1,@KiKi_That_Seven Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :)
td,6278,0,0,0,0,1,@KiaraSmallzz lmaoo &#128514;&#128149;I think I want this bitch YA me tiene cansada but thanks &#128536;wait hold up ... Who u fighting &#128563;
td,6279,0,0,0,0,1,@KilaurenK u stupid fuk head bitch
td,6280,0,0,0,0,1,@KimW16 and the plastic surgery of a tranny.
td,6281,0,0,0,0,1,@KimW16 quit being a baby & hit that patchouli pussy!
td,6282,0,0,0,0,1,@KimW16 so she's retarded?
td,6283,0,0,0,0,1,@KimberlyyAye @Leslieeeixta I think I did my job here! Toodles to you bitches &#9996;&#65039;
td,6284,0,0,0,0,1,@KimberlyyAye speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else &#128530; &#128587;&#128064;&#128073;&#128590; icu
td,6285,0,0,0,0,2,@KingCuh @TEE_JONEZ io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!
td,6286,0,0,0,0,1,@KingEgo if I can get this bitch to go --&gt;&gt; @Wisdom_Stature
td,6287,0,0,0,0,1,@KingHorseDick bitch you know the lingo hoe lol
td,6288,0,0,0,0,1,@KingHorseDick lol toughen up pussy
td,6289,0,0,0,0,1,@KingHorseDick that hoe skilled
td,6290,0,0,0,0,1,@KingHorseDick we gotta find this hoe
td,6291,0,0,0,0,2,@KingHov1313 @Pr3ttyN33 song trash....
td,6292,0,0,0,0,1,@KingHov1313 boi stop! Aint no hoes in the 11th ward...never have been either thats why nobody knew where our hood was..aint no hoes
td,6293,0,0,0,0,0,@KingHov1313 i got a dyke wit a child as whse mgr and she jus hired another girlboy dis week....
td,6294,0,0,0,0,1,@KingJames is such a hoe . Wear your shoes ya big bitch .....you missed the couch shot Ray Allen bailed you out ......pussy
td,6295,0,0,0,0,1,@KingLiibax r u a faggot?
td,6296,0,0,0,0,1,@KingLister10 @Sweet_Loveeee @_ItsCheese that shit chunky lol
td,6297,0,0,0,0,2,@KingLuger carne asada Gallo pinto tajadas verde queso frito and a salad With milca
td,6298,0,0,0,0,1,@KingUlyssesIV @truebake psh if a (sexy) bitch gotta sexy voice she can easily get shit goin
td,6299,0,0,0,0,1,@King_4_Murphy pussy
td,6300,0,0,0,0,1,@King_4_Murphy stop being a pussy.
td,6301,0,0,0,0,1,@King_Albert21 @Ceto_13 ha ha look what this fag said lol
td,6302,0,0,0,0,0,@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol
td,6303,0,0,0,0,1,@KingsleeyNYC yep lmao. Its been a hectic few weeks. Waddup ho
td,6304,0,0,0,0,2,@KodyMark1 go Yankees
td,6305,0,0,0,0,1,@KodyMark1 hahahh thank you fag boy! #represent
td,6306,0,0,0,0,1,@KoiyaThePerv exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya
td,6307,0,0,0,0,1,@KoolQueef  Inch that bitch out and flick it wit my tongue like a damn pinada
td,6308,0,0,0,0,1,@Korrect973 don't pay dem bitches and they dirty ass chucks no mind bro
td,6309,0,0,0,0,1,@KoryKisling we gotta get like 20 heads to go. Everyone brings tree some bring food bitches and liquor of course.
td,6310,0,0,0,0,2,@Krbfarms @Cornfrmr Homemade Angel Food yellow cake with half-inch chocolate frosting Devil's Food to die for Pecan Pie
td,6311,0,0,0,0,2,@Krbfarms @Cornfrmr I was gone once dog ran a coon up the transformer pole she picked it off with one shot-and still had electricity!
td,6312,0,0,0,0,1,@Kristenbitess is having a birthday so make sure you tell that bitch be happy. &#128526;&#128522; &#127881; &amp; celebrate without drugs &#128683;
td,6313,0,0,0,0,2,@KristynEdwards why were there penguins and a bird in the puppy bowl???
td,6314,0,0,0,0,1,@Kstar__ lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.
td,6315,0,0,0,0,1,@KtKasey nooo I am....lmfao and don't bitch me ya bitch
td,6316,0,0,0,0,2,@Kummar_King I volunteer to be guinea pig and help test it out &#128527;&#128587;
td,6317,0,0,0,0,1,@KuntIMKeesh lmao...nigga talking like he bag bitches
td,6318,0,0,0,0,0,@KuntaKayne I have never seen such ignorant illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri
td,6319,0,0,0,0,2,@KurtBusiek well pee is oft yellow.
